year,country_origin_id,country_destination_id,hs92_product_id,import_val,import_val_pct
2017,USA,CHN,ALL,4.76801E+11,1.40%
2017,USA,MEX,ALL,3.07186E+11,0.87%
2017,USA,CAN,ALL,2.74883E+11,0.78%
2017,USA,JPN,ALL,1.25227E+11,0.36%
2017,USA,DEU,ALL,1.1196E+11,0.32%
2017,USA,KOR,ALL,69360429453,0.20%
2017,USA,VNM,ALL,46200373535,0.13%
2017,USA,GBR,ALL,45220925293,0.13%
2017,USA,ITA,ALL,44957039028,0.13%
2017,USA,IND,ALL,44293926706,0.13%
